match_id,team_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,goals_scored,goals_allowed
22436,363,13,11,13,13,13,14,14,12,14,14,13,15,16,13,16,16,13,16,14,12,13,11,13,13,10,13,12,15,12,16,16,14,16,14,13,16,16,13,16,14,13,13,11,13,13,17,14,17,15,14,17,15,14,13,15,2.0,4.0
22436,376,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,9,10,10,10,9,10,10,9,10,10,9,9,10,4.0,2.0
22438,369,6,8,9,4,7,1,9,9,6,8,5,6,4,4,1,6,6,5,6,8,4,7,1,8,8,5,7,4,7,1,9,9,6,8,4,1,4,4,4,4,1,7,7,5,6,1,1,1,1,9,6,8,6,8,5,1.0,0.0
22438,368,5,4,4,5,1,5,4,5,4,4,10,10,11,1,9,8,10,10,10,10,10,1,8,7,9,10,10,10,1,8,7,9,10,10,1,9,8,10,10,10,1,1,1,1,1,6,8,8,8,8,7,7,9,9,10,0.0,1.0
22435,372,9,12,12,12,11,10,12,11,9,7,9,9,9,8,7,9,8,6,4,12,12,11,10,12,11,9,7,12,11,10,12,11,9,7,11,10,12,11,9,7,9,11,10,8,7,10,9,8,7,11,9,7,9,7,7,3.0,2.0
22435,373,7,8,8,7,8,8,8,6,8,4,11,11,8,11,11,10,8,11,7,15,11,16,16,15,12,16,11,11,15,15,14,11,15,10,11,11,11,10,11,6,16,15,12,16,11,15,12,16,11,12,15,10,12,7,11,2.0,3.0
22440,367,10,10,8,10,8,9,10,10,9,7,11,9,12,9,11,12,13,10,8,8,11,9,10,11,11,10,8,9,6,9,9,9,8,5,9,11,12,12,10,8,8,9,9,8,8,11,11,10,7,12,10,8,10,8,7,1.0,0.0
22440,365,8,7,7,8,7,8,4,8,6,1,11,12,13,12,12,6,10,7,1,10,11,10,11,5,9,6,1,12,11,11,5,9,6,1,12,12,6,10,7,1,11,6,9,6,1,6,10,7,1,6,5,1,7,1,1,0.0,1.0
22439,366,5,5,5,5,5,5,4,4,5,5,8,8,8,8,8,7,7,8,10,10,9,9,10,9,9,10,10,11,11,12,11,9,12,11,10,11,10,8,11,10,11,10,8,11,10,11,9,12,11,9,11,10,9,9,11,1.0,1.0
22439,362,10,12,11,11,12,11,8,7,11,13,11,12,10,11,8,9,6,11,12,12,12,13,10,9,7,13,14,11,12,9,9,7,12,13,12,9,8,6,11,13,10,10,6,12,14,7,7,9,11,4,8,10,7,7,13,1.0,1.0
22437,364,11,8,12,12,12,10,12,9,11,11,8,12,12,12,9,12,8,11,11,9,9,9,6,9,6,8,8,15,14,12,15,9,14,13,14,12,15,9,14,13,11,14,9,13,13,12,8,11,11,9,14,13,8,9,12,1.0,1.0
22437,358,10,11,8,12,6,10,7,9,10,12,9,6,10,5,10,5,8,9,10,7,11,5,9,7,8,9,11,8,5,6,6,5,6,8,6,10,7,9,10,12,5,5,5,4,6,5,8,9,10,5,5,7,8,9,10,1.0,1.0
22441,397,10,7,10,10,9,10,9,7,6,10,8,11,11,10,11,10,8,7,11,8,8,7,8,7,6,5,8,11,10,11,10,8,7,11,10,11,10,8,7,11,10,9,7,6,10,10,8,7,11,8,7,10,7,8,7,0.0,0.0
22441,386,8,8,8,8,8,7,6,4,7,7,11,11,11,10,10,7,4,8,9,11,11,10,10,7,4,8,9,11,10,10,7,4,8,9,10,10,7,4,8,9,9,6,4,8,8,6,4,7,8,4,6,7,4,4,6,0.0,0.0
22442,392,10,7,11,11,10,3,10,10,3,10,6,10,10,9,3,9,9,3,9,7,7,6,2,7,6,2,7,11,10,3,10,10,3,10,10,3,10,10,3,10,3,9,10,3,9,3,3,3,3,9,3,10,3,9,3,1.0,1.0
22442,393,10,9,13,11,12,12,12,9,12,10,8,10,10,9,10,10,6,10,10,9,8,8,8,8,7,9,8,11,12,12,12,9,12,10,10,11,11,7,11,10,11,11,8,11,9,12,8,11,10,8,11,10,8,6,10,1.0,1.0
22447,381,8,11,5,10,8,11,11,11,11,4,8,2,8,5,8,8,8,8,2,5,10,8,11,11,11,11,4,4,4,5,5,5,5,4,7,10,10,10,10,3,8,8,8,8,3,11,11,11,4,11,11,4,11,4,4,1.0,1.0
