match_id,team_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,goals_scored,goals_allowed
199022,264,13,12,13,12,13,12,11,11,12,10,50,50,51,24,50,45,19,52,38,101,100,27,107,87,16,71,50,115,30,105,97,18,74,52,38,114,146,19,80,52,26,22,16,27,22,101,17,77,54,15,71,48,18,14,52,1.0,5.0
199022,254,57,56,8,24,46,30,43,52,22,44,54,8,25,44,35,40,50,23,46,7,21,44,27,39,48,20,42,7,8,8,8,7,8,6,25,25,24,18,22,16,31,44,42,23,35,30,23,23,20,38,22,31,17,39,16,5.0,1.0
199019,253,99,132,85,181,184,176,92,166,78,22,94,81,92,92,95,47,78,75,21,81,125,124,126,45,109,75,22,79,81,82,34,68,67,50,190,183,101,174,73,23,184,104,178,73,22,97,165,74,19,86,41,17,60,21,21,2.0,1.0
199019,250,54,59,35,16,14,117,52,36,131,44,54,32,15,10,49,53,18,62,51,30,15,14,54,50,24,66,45,21,17,31,38,18,40,21,15,22,56,16,22,8,18,35,14,18,5,49,44,133,39,19,61,42,46,14,51,1.0,2.0
199293,369,5,6,8,5,11,11,4,11,5,4,44,17,11,14,17,13,17,16,15,89,9,63,50,52,60,30,32,14,147,60,114,70,42,39,14,13,19,14,12,11,48,94,61,31,28,30,64,30,34,41,32,29,40,42,32,3.0,1.0
199293,398,160,213,142,61,17,57,61,15,6,21,146,95,55,16,49,52,18,8,19,122,56,17,46,52,9,6,12,57,13,55,59,13,8,19,15,33,31,11,6,15,1,1,1,1,1,45,15,8,19,12,8,17,6,15,6,1.0,3.0
199294,382,33,33,82,65,15,10,19,11,25,37,32,67,69,8,8,11,8,45,23,52,48,13,8,14,7,30,36,161,16,10,20,11,54,40,16,10,19,11,55,38,7,14,8,11,15,42,5,5,9,10,10,20,5,10,12,2.0,1.0
199294,368,23,25,68,44,27,28,42,106,21,23,23,19,22,18,25,21,21,15,22,21,24,19,21,23,23,17,23,63,55,58,64,92,40,20,52,58,58,65,38,22,55,51,51,36,18,55,52,38,105,60,38,21,34,22,15,1.0,2.0
199299,370,24,19,26,22,16,17,17,26,18,26,30,58,48,18,28,18,59,42,53,31,26,19,14,16,31,25,30,86,19,30,19,109,79,83,17,26,17,106,88,68,8,15,19,19,19,8,31,17,28,18,16,19,103,83,67,0.0,0.0
199299,395,20,61,92,55,99,92,45,15,13,47,21,11,15,21,22,13,8,15,17,60,62,62,65,55,20,14,17,53,58,68,51,20,9,46,55,57,47,17,10,12,86,50,18,14,16,55,21,15,17,22,10,11,8,7,11,0.0,0.0
199297,350,16,21,97,18,16,16,21,12,20,15,16,15,14,12,33,17,12,49,10,18,18,83,16,21,12,20,15,16,16,14,19,10,19,12,14,16,19,11,18,14,12,17,11,17,11,17,18,48,14,12,21,15,20,11,14,0.0,3.0
199297,365,50,210,72,11,23,97,19,138,75,60,55,48,5,18,51,13,47,43,52,79,12,26,104,21,143,83,66,8,22,75,18,70,66,59,11,11,11,9,12,12,25,20,21,25,26,21,92,79,61,17,18,21,72,55,55,3.0,0.0
199298,338,205,60,152,103,204,163,118,73,53,72,52,136,92,205,155,109,65,43,64,74,46,63,49,60,62,44,63,97,149,169,121,74,53,107,105,85,93,58,46,58,162,120,75,54,75,105,61,41,91,72,50,153,53,74,53,6.0,0.0
199298,371,22,146,117,54,63,18,84,57,117,118,21,19,17,21,15,12,18,21,18,128,57,66,17,88,59,128,120,54,72,16,72,56,115,101,56,14,41,51,52,48,16,47,57,59,55,15,15,17,17,42,65,88,52,53,95,0.0,6.0
199301,385,130,123,21,20,20,37,35,30,15,33,148,22,21,21,36,32,29,15,31,22,20,21,38,36,32,15,33,48,22,22,19,23,38,19,105,20,18,21,17,18,20,18,22,14,19,33,36,14,38,29,13,29,15,52,13,1.0,1.0
199301,367,27,26,8,13,14,19,19,11,15,10,132,13,38,23,69,52,23,32,18,14,38,24,71,52,21,32,19,7,14,13,14,11,14,10,9,33,31,9,12,4,24,18,17,22,18,46,22,32,19,15,24,11,22,16,19,1.0,1.0
199300,364,82,68,88,76,27,72,24,78,68,20,232,254,243,25,141,23,75,90,19,251,264,25,151,22,77,106,17,257,28,153,26,84,112,19,26,162,23,85,111,19,26,24,28,25,19,24,81,107,19,25,23,15,96,20,20,3.0,0.0
199300,358,101,141,144,115,91,72,16,108,93,56,158,157,77,70,54,6,97,73,38,209,118,92,76,17,142,95,57,120,95,76,19,147,97,61,73,57,20,104,70,40,71,20,67,86,54,19,51,69,54,20,18,19,63,34,57,0.0,3.0
199302,361,48,42,20,19,35,19,28,47,11,6,157,154,15,67,16,70,43,13,7,98,14,27,14,21,42,12,6,9,33,9,38,19,7,5,20,22,21,21,14,8,21,60,32,16,8,22,70,13,8,28,16,8,15,7,8,2.0,2.0
199302,360,156,145,161,114,76,70,128,39,129,37,184,186,119,58,77,84,33,133,32,187,108,48,61,97,18,121,21,105,56,80,110,35,119,36,67,71,86,30,123,29,112,71,39,70,39,72,42,86,39,37,108,38,36,33,35,2.0,2.0
200853,2594,21,33,18,56,3,52,15,26,19,5,26,66,21,3,22,10,21,19,4,19,35,3,37,14,20,15,5,18,3,18,8,17,15,5,3,55,18,29,19,5,3,3,2,3,3,19,30,20,5,16,11,4,19,4,5,0.0,0.0
200853,275,32,23,99,100,83,101,86,92,51,16,14,28,27,30,28,21,30,20,12,22,21,22,19,11,21,22,15,97,78,98,84,89,46,15,77,99,85,91,47,15,78,64,75,46,15,89,91,47,14,77,38,9,49,15,15,0.0,0.0
200852,2567,25,22,26,10,24,19,12,18,24,15,38,31,10,23,79,48,58,92,17,29,10,20,34,23,32,37,15,75,24,25,16,23,30,18,9,9,7,9,9,8,18,11,17,22,14,47,55,72,13,49,48,9,59,14,18,0.0,0.0
200852,2589,13,12,13,13,10,13,13,12,11,13,27,24,26,21,28,25,25,23,20,23,25,21,27,24,24,22,19,24,17,24,23,22,22,20,19,26,24,24,23,20,21,18,18,16,13,25,25,23,20,22,21,20,21,19,18,0.0,0.0
200854,324,4,10,10,9,4,6,10,9,10,6,24,20,15,14,15,24,22,24,19,47,52,29,31,62,47,38,42,49,10,32,61,38,32,33,10,71,76,40,32,40,11,14,13,14,11,52,32,26,29,50,42,46,39,39,31,2.0,1.0
200854,311,99,19,52,71,36,24,15,23,23,16,21,55,75,44,31,16,25,25,16,17,22,21,16,13,22,22,13,57,34,23,12,20,20,13,133,113,16,26,26,17,132,14,24,24,15,10,18,18,14,16,16,10,26,17,17,1.0,2.0
200855,282,24,13,5,24,7,23,16,23,22,7,13,6,26,8,22,18,25,23,8,5,27,7,18,10,13,22,4,6,6,5,6,6,5,4,8,66,18,25,35,8,7,8,8,7,4,15,21,26,7,18,15,6,22,7,8,3.0,2.0
200855,3226,5,10,8,30,8,8,10,8,4,9,12,10,14,11,12,14,12,6,8,24,24,14,22,26,24,8,15,28,20,20,24,24,8,13,14,21,26,24,9,13,11,16,14,7,8,22,20,7,13,26,10,15,10,13,6,2.0,3.0
200857,312,17,13,16,15,15,16,10,12,6,7,20,22,13,22,24,14,15,7,13,75,11,78,83,45,50,6,11,11,90,96,53,68,6,11,12,12,8,8,7,5,137,50,64,7,12,54,68,7,12,48,7,5,3,9,2,1.0,1.0
200857,633,38,23,45,40,23,5,33,38,37,20,24,37,55,25,6,43,42,35,23,16,24,17,6,19,19,18,12,49,15,4,38,45,44,21,17,6,39,48,45,27,6,23,20,20,8,6,6,5,4,40,35,25,42,23,16,1.0,1.0
200858,319,54,14,20,39,40,6,37,22,17,20,14,23,16,22,4,20,13,14,23,16,10,16,6,13,10,12,16,18,24,6,22,15,16,25,33,6,35,24,14,18,6,41,27,23,24,6,7,5,6,24,21,22,16,15,16,1.0,0.0
200858,351,14,4,14,15,3,7,7,9,3,15,29,34,37,9,13,11,11,4,45,16,19,5,6,6,4,3,33,33,13,13,11,13,5,37,4,11,7,11,4,39,5,5,3,2,6,11,4,4,14,7,4,12,3,13,5,0.0,1.0
200860,288,5,5,12,13,8,10,13,13,12,12,4,29,14,10,51,50,13,26,44,6,8,6,8,9,8,7,8,23,13,36,39,20,32,32,14,20,24,21,21,19,11,14,13,12,10,84,19,32,53,22,34,57,20,19,28,3.0,1.0
200860,286,20,14,6,16,8,6,16,17,16,9,15,6,48,8,6,15,44,16,9,5,13,5,5,10,11,13,7,6,5,6,6,6,5,5,8,6,11,43,12,10,5,7,8,6,4,6,6,5,5,12,13,6,13,10,8,1.0,3.0
200859,278,28,28,17,19,20,30,21,18,28,18,87,75,79,23,93,23,67,40,19,91,93,24,127,23,80,48,19,134,51,92,11,82,35,10,86,95,14,83,35,13,25,14,17,23,12,25,77,51,21,13,23,21,22,9,19,1.0,3.0
200859,315,21,9,9,22,59,17,24,12,34,19,10,10,25,25,21,23,16,22,23,51,10,10,10,8,4,10,10,10,10,10,8,4,10,10,26,21,24,16,23,23,21,28,16,38,23,19,13,19,19,15,22,21,13,15,20,3.0,1.0
200861,317,6,26,12,26,21,20,20,20,24,14,6,6,6,6,4,6,6,6,5,12,26,21,20,20,20,24,14,27,23,7,9,28,28,22,42,20,20,36,41,26,15,15,32,57,42,15,14,19,8,15,19,11,37,26,42,1.0,1.0
200861,645,20,8,12,9,12,22,74,7,18,21,7,17,8,13,14,17,6,17,20,7,8,8,7,7,6,4,8,8,12,8,12,7,9,13,9,8,8,7,5,9,9,12,8,10,14,13,6,12,15,7,16,20,3,7,19,1.0,1.0
200862,285,16,17,12,11,17,16,17,5,11,15,25,33,18,23,24,81,64,64,23,39,18,24,25,26,13,19,24,9,15,16,34,23,26,15,18,17,18,12,17,16,23,24,12,18,22,25,13,18,23,72,58,24,53,11,17,3.0,2.0
200862,632,19,18,21,14,14,25,23,20,3,23,16,17,12,14,89,19,17,2,35,16,7,13,18,18,16,3,17,14,12,23,23,20,3,22,5,17,14,12,2,16,15,13,13,3,14,25,23,3,50,22,3,24,2,22,2,2.0,3.0
200863,290,36,44,28,6,8,4,4,3,10,4,103,82,28,19,17,20,18,38,4,86,28,18,16,20,17,38,2,19,22,12,16,15,31,4,8,14,17,13,30,3,7,9,9,11,4,20,16,18,4,18,21,4,19,3,4,1.0,2.0
200863,2593,16,11,17,14,12,17,14,12,8,15,16,23,16,12,22,16,18,9,22,17,12,11,17,12,18,8,16,18,13,24,16,20,10,23,11,19,13,15,9,18,13,12,11,8,12,16,20,10,23,13,8,16,10,19,9,2.0,1.0
201416,348,6,23,26,22,24,26,12,8,11,27,8,8,37,7,52,9,1,5,22,142,24,24,26,15,10,11,28,28,28,30,16,11,12,32,25,100,35,10,16,51,28,14,10,10,29,49,10,15,57,7,10,17,2,11,12,0.0,0.0
201416,313,23,23,10,26,17,29,30,27,21,30,107,25,76,39,107,117,95,68,64,25,75,38,101,115,88,63,58,42,27,24,25,23,29,28,45,75,81,76,62,65,40,41,40,37,39,129,88,70,63,98,75,69,66,67,59,0.0,0.0
201417,318,44,21,35,8,39,31,38,33,24,7,22,114,8,117,114,110,68,26,6,20,8,21,20,18,16,19,7,7,148,99,134,61,20,6,8,8,7,8,7,6,100,119,65,22,7,91,55,22,7,57,19,6,15,7,6,2.0,0.0
201417,337,49,2,136,18,20,11,15,14,21,7,2,50,24,27,13,15,21,29,10,2,2,2,2,2,2,2,2,27,18,14,20,23,30,10,16,13,18,25,21,13,10,13,14,18,10,12,9,14,9,15,15,9,19,11,11,0.0,2.0
201418,345,26,25,24,25,26,35,26,23,1,23,25,24,24,26,21,26,24,1,22,69,24,25,21,25,23,1,45,23,24,19,25,22,1,45,90,20,24,40,1,21,22,26,61,1,22,21,18,1,20,23,1,23,1,20,1,2.0,1.0
201418,402,20,47,20,19,16,11,19,13,12,9,22,68,24,55,18,19,19,17,15,22,19,19,15,16,18,15,6,24,60,18,19,19,17,17,20,16,16,17,16,9,18,16,18,14,16,13,15,14,8,15,12,6,13,7,7,1.0,2.0
201419,284,28,28,48,21,7,66,56,9,8,25,28,22,21,7,22,27,9,8,20,22,21,7,22,27,9,8,20,16,6,55,45,6,6,16,7,17,21,9,8,16,7,7,7,13,7,47,8,8,22,9,8,24,8,9,8,0.0,0.0
201419,353,144,71,22,16,60,58,57,76,68,48,64,22,15,56,51,48,77,59,41,24,16,57,58,57,73,64,45,18,23,20,25,26,22,14,17,15,18,18,15,10,47,51,72,59,36,51,60,53,32,96,80,36,106,49,40,0.0,0.0
201420,349,192,141,145,65,168,5,47,3,38,4,168,200,96,192,16,65,5,49,6,125,66,137,16,55,7,46,8,70,152,15,50,6,36,6,76,4,35,3,24,5,17,48,7,30,8,9,4,8,6,7,44,8,7,6,8,1.0,0.0
201420,331,17,102,134,46,81,103,20,28,15,10,29,16,22,20,22,25,16,18,16,89,52,64,78,28,28,18,16,40,64,85,16,17,7,8,40,43,20,28,15,13,63,19,21,16,15,21,27,13,12,16,17,15,15,11,13,0.0,1.0
201421,322,73,66,68,28,66,62,15,18,75,1,105,118,25,114,86,16,18,118,1,120,26,98,75,14,18,100,1,23,107,79,16,14,112,1,29,23,16,19,28,1,81,16,19,110,1,12,14,82,1,10,15,1,18,1,1,1.0,0.0
201421,387,36,5,26,32,9,29,28,8,33,6,49,79,132,28,112,122,25,107,22,36,45,18,42,30,15,35,15,71,27,64,44,24,73,21,25,98,110,24,95,20,27,5,23,33,20,77,25,93,23,3,69,3,25,18,22,0.0,1.0
201423,279,27,25,20,27,9,21,24,26,26,27,24,18,30,9,49,21,35,22,53,19,24,9,21,20,22,23,24,19,9,16,17,18,17,19,9,56,22,22,22,41,14,6,9,7,13,17,25,19,92,19,19,24,20,34,22,3.0,0.0
201423,335,33,33,32,38,16,34,31,18,32,4,92,87,58,17,60,102,44,54,6,71,58,19,56,112,41,49,7,53,10,54,83,42,48,3,24,65,57,25,58,7,23,20,5,23,9,56,32,54,8,48,51,7,24,4,10,0.0,3.0
201422,343,64,66,71,72,52,45,43,54,68,58,54,97,89,66,70,55,60,58,47,61,61,47,36,33,44,58,47,125,102,153,77,74,68,58,82,85,60,71,69,57,69,52,53,48,43,60,44,42,32,42,37,34,50,49,56,2.0,0.0
201422,346,16,14,16,14,12,7,16,13,15,11,27,28,27,16,8,29,24,26,23,26,26,16,8,27,23,25,23,26,16,8,28,24,25,22,15,7,27,24,53,30,8,16,14,18,13,8,7,8,8,24,26,23,22,19,24,0.0,2.0
201424,309,18,7,21,22,20,20,11,16,18,9,6,66,98,100,26,53,99,53,7,7,7,7,7,6,7,7,7,72,76,31,63,62,36,9,145,33,57,148,75,9,31,63,133,67,9,23,22,21,9,49,26,8,68,9,9,1.0,1.0
201424,333,25,19,19,29,21,15,16,16,25,20,23,22,103,24,17,20,20,30,23,126,21,17,12,62,60,52,18,19,18,14,96,61,47,17,21,16,17,17,26,22,13,16,17,24,21,15,13,18,12,62,50,16,46,17,23,1.0,1.0
201425,391,19,13,7,14,13,23,93,18,29,69,12,10,17,18,27,25,18,16,22,6,12,6,16,14,13,6,16,7,5,49,11,4,8,10,11,22,19,17,10,16,19,17,12,10,15,30,22,16,27,20,40,77,9,18,36,4.0,1.0
201425,389,83,28,30,28,13,9,6,42,77,33,25,27,26,12,9,6,42,108,36,28,26,18,8,5,17,27,22,118,13,9,6,19,29,24,13,9,6,17,27,23,8,5,10,12,12,6,8,9,9,6,6,6,39,26,32,1.0,4.0
201426,332,11,28,29,22,28,26,25,22,20,24,10,11,10,10,11,11,10,9,11,62,21,45,70,27,62,20,37,23,35,58,29,53,20,25,22,22,21,19,16,20,44,122,35,20,36,26,57,20,35,25,18,24,16,30,17,5.0,0.0
201426,393,42,39,58,24,45,63,36,14,32,55,31,56,16,47,51,29,9,28,76,47,22,39,43,29,12,33,45,28,53,72,41,17,41,73,22,26,22,17,25,28,49,30,15,31,61,36,16,35,68,12,34,40,16,16,40,0.0,5.0
202147,342,1,1,4,1,4,1,1,1,1,1,9,12,121,14,3,7,11,11,7,17,10,10,4,7,9,8,6,27,148,4,7,40,61,7,26,4,8,21,22,8,4,8,50,61,8,4,3,3,3,7,7,6,34,7,7,0.0,2.0
202147,401,29,26,26,22,28,21,21,27,23,29,99,26,22,28,51,61,72,32,56,24,19,26,41,55,72,20,52,22,25,20,17,24,19,26,22,16,15,21,16,22,20,20,27,22,28,47,38,20,51,47,19,55,26,46,25,2.0,0.0
202148,302,33,10,7,7,59,19,68,46,16,62,13,10,4,20,23,39,31,17,23,10,6,16,15,15,12,15,15,7,13,12,12,13,13,12,7,6,8,7,8,7,22,23,19,19,115,27,23,21,26,55,23,28,21,23,23,4.0,2.0
202148,400,19,13,12,108,24,22,22,8,2,69,21,17,25,18,26,11,10,4,28,10,17,29,19,8,4,4,20,19,14,16,9,12,4,19,38,32,31,12,4,121,24,24,10,4,38,18,11,3,35,6,4,31,4,12,4,2.0,4.0
202149,352,109,96,36,18,21,22,85,23,9,17,153,67,37,19,18,90,29,13,15,46,25,14,15,92,31,15,13,39,23,25,58,36,18,17,15,15,29,17,9,15,20,15,18,6,14,17,20,8,14,32,14,11,14,12,9,1.0,3.0
202149,2731,53,63,36,28,57,38,16,5,2,2,60,37,32,56,35,18,6,4,3,43,104,138,43,19,7,4,3,27,39,35,19,7,4,3,94,23,15,7,4,3,39,17,7,4,3,12,7,4,3,5,4,3,4,3,3,3.0,1.0
