match_id,team_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,goals_scored,goals_allowed
108664,632,2,15,17,11,17,12,18,17,5,18,2,2,2,2,2,2,2,2,2,21,11,21,19,22,22,5,23,12,23,19,24,24,5,25,11,12,12,11,5,12,18,24,24,5,25,19,19,5,20,25,5,26,4,26,5,2.0,1.0
108664,275,5,1,1,1,1,1,1,1,1,1,7,21,18,33,19,4,21,31,4,15,11,15,9,4,10,14,4,31,37,21,4,24,31,4,42,16,4,18,31,4,19,4,21,73,4,4,23,19,4,4,4,3,21,4,3,1.0,2.0
108665,280,14,4,14,12,13,14,11,13,2,14,4,27,24,24,23,24,12,2,26,4,3,3,5,3,4,2,4,28,24,23,24,12,2,26,22,21,22,11,2,23,20,22,11,2,27,20,12,2,22,9,2,44,2,12,2,0.0,0.0
108665,290,2,4,8,4,4,2,4,4,4,4,45,37,19,27,33,21,44,14,20,39,21,31,34,24,47,17,23,21,30,34,24,40,18,23,20,20,20,22,15,20,42,23,31,16,22,23,34,16,22,25,16,22,18,24,17,0.0,0.0
108667,282,10,8,13,9,12,12,6,13,9,5,51,11,12,19,57,40,56,32,27,9,10,16,52,38,51,33,29,11,14,14,6,15,10,5,12,12,3,13,8,2,22,5,23,18,4,67,81,39,31,66,26,31,40,29,21,0.0,0.0
108667,291,25,8,24,25,21,18,25,23,25,13,8,24,25,21,18,25,23,25,13,8,8,7,5,8,7,8,8,24,20,17,24,22,24,13,21,18,25,23,25,13,14,21,19,21,12,18,17,18,8,23,36,13,23,11,13,0.0,0.0
108668,640,18,16,17,5,18,16,16,14,17,17,25,44,5,19,24,17,13,19,19,25,5,19,26,19,16,16,16,5,20,23,19,17,18,18,5,5,4,4,5,5,17,20,15,18,18,17,14,16,17,15,16,16,12,12,18,2.0,1.0
108668,277,70,72,58,53,21,58,39,51,56,7,71,50,49,17,54,37,50,50,10,52,52,22,55,38,48,52,10,48,19,52,37,47,52,6,23,55,40,68,54,10,22,23,25,20,10,52,53,58,9,45,42,8,52,10,7,1.0,2.0
108672,285,30,4,14,38,34,34,30,26,5,29,4,12,28,24,27,23,21,6,22,3,4,4,4,4,4,3,4,39,44,14,10,12,4,7,60,32,30,25,5,30,28,26,21,5,27,63,24,5,43,24,4,44,5,20,4,3.0,2.0
108672,281,8,23,24,19,23,26,11,38,25,18,6,7,8,6,8,6,5,7,6,21,16,19,22,8,20,21,14,17,20,23,9,20,23,15,16,18,11,15,17,13,22,9,18,21,16,11,21,24,18,9,9,9,20,13,16,2.0,3.0
