match_id,team_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,goals_scored,goals_allowed
153823,374,33,23,33,38,18,25,38,26,17,24,44,55,60,17,23,62,44,15,23,18,49,13,13,51,36,10,12,33,15,22,33,24,15,22,18,25,67,43,17,24,17,18,17,12,16,25,24,15,22,44,17,24,16,24,15,0.0,1.0
153823,347,23,82,36,87,92,43,92,3,22,16,20,29,29,24,8,18,3,26,16,46,105,114,31,95,3,16,11,52,50,8,42,3,25,16,102,45,79,3,25,15,29,99,1,20,10,27,3,5,3,3,17,10,3,3,15,1.0,0.0
153825,353,6,5,5,6,6,5,6,6,1,6,65,15,55,19,65,14,21,1,19,21,57,26,63,17,21,1,26,19,22,16,16,8,1,21,23,53,15,20,1,23,17,18,11,1,26,16,19,1,16,6,1,18,1,10,1,2.0,1.0
153825,304,6,5,6,6,6,3,133,5,6,5,23,93,25,43,3,6,56,32,5,23,22,15,3,5,22,15,5,38,52,3,6,61,38,5,19,3,6,24,16,12,3,6,26,25,5,3,3,3,3,5,6,5,31,5,5,1.0,2.0
153826,648,3,5,7,7,6,7,4,7,4,3,13,10,14,12,14,10,11,9,4,17,23,20,23,18,20,18,4,20,17,20,13,19,15,3,23,26,19,23,19,4,25,19,20,16,4,19,23,19,4,16,15,4,19,4,3,4.0,2.0
153826,275,53,45,38,13,14,51,15,15,3,33,67,75,20,21,95,22,22,3,35,51,20,21,56,22,22,2,38,20,20,62,21,21,3,34,23,17,24,24,3,22,19,25,25,3,23,19,19,2,32,26,3,24,3,24,3,2.0,4.0
153827,362,57,47,38,80,71,84,71,32,24,80,94,40,58,50,62,58,31,24,59,31,47,39,53,49,23,19,48,39,33,42,38,21,16,40,98,121,101,27,20,120,103,86,22,17,106,106,30,22,125,30,22,105,20,32,24,1.0,0.0
153827,365,13,20,11,21,16,19,19,21,18,28,30,23,34,29,11,29,35,19,23,55,121,98,19,102,55,30,30,60,49,9,47,34,15,22,108,20,114,59,30,36,14,88,47,27,27,18,20,17,18,48,26,28,32,36,17,0.0,1.0
153828,358,57,91,123,54,14,99,10,82,86,11,40,63,58,20,59,15,56,58,17,94,37,16,77,13,64,63,14,60,20,105,15,87,92,17,19,54,14,53,55,17,21,14,17,17,18,14,71,76,18,11,10,14,82,14,14,1.0,1.0
153828,383,36,13,43,42,10,29,13,10,6,13,20,116,116,15,33,19,16,42,19,19,17,16,18,21,17,3,21,135,15,35,19,16,51,19,16,34,17,14,53,17,61,16,13,3,16,18,14,5,18,17,3,21,2,17,3,1.0,1.0
153830,370,20,19,19,19,18,16,19,13,15,19,56,33,19,33,32,35,28,20,23,20,18,20,18,20,15,17,19,18,56,55,54,50,20,38,17,15,18,12,14,18,116,94,93,19,37,103,106,22,35,85,19,34,16,32,19,3.0,1.0
153830,384,74,86,53,79,81,19,12,79,11,21,78,44,84,83,3,3,90,12,5,46,79,89,19,12,82,13,22,57,51,19,12,63,11,21,83,19,11,85,13,20,17,11,87,10,19,10,19,6,19,12,5,13,16,23,10,1.0,3.0
153829,372,108,98,127,71,23,56,65,23,15,18,77,105,66,23,43,41,23,15,18,95,59,19,51,49,19,13,15,70,23,56,55,23,15,18,14,28,32,14,12,11,23,16,23,12,18,117,23,15,18,16,15,11,12,18,7,1.0,3.0
153829,359,139,136,158,123,25,22,119,24,40,28,136,126,106,12,14,99,12,38,16,113,106,23,20,105,23,35,25,103,18,17,93,13,36,21,21,17,94,18,32,23,22,25,19,16,25,22,15,12,23,25,45,28,17,19,18,3.0,1.0
153833,369,11,11,10,9,10,32,18,11,7,10,80,80,104,24,64,25,62,100,59,55,67,22,48,23,50,66,43,81,21,43,22,46,74,40,22,53,23,57,103,46,24,25,22,18,23,80,49,56,49,23,18,24,52,42,48,0.0,2.0
153833,360,43,27,27,28,23,30,27,18,19,25,81,83,62,66,76,76,37,16,38,147,126,112,134,145,62,18,63,129,117,152,146,57,13,57,112,123,130,61,19,68,110,115,47,16,50,138,51,16,52,54,18,58,11,48,19,2.0,0.0
153832,382,44,22,73,11,121,99,94,56,64,64,36,35,9,36,37,30,36,34,29,49,11,18,21,17,20,19,15,9,70,76,67,52,61,59,8,11,9,10,9,8,93,88,55,61,63,95,60,68,67,51,57,60,56,50,56,2.0,1.0
153832,376,55,50,53,23,59,42,18,43,14,8,108,83,26,71,98,70,52,15,7,77,21,64,82,62,42,10,5,26,64,67,43,47,14,7,29,24,9,24,10,3,54,27,53,16,6,49,46,18,6,11,3,3,16,7,4,1.0,2.0
153831,364,114,131,124,80,137,44,133,23,19,41,140,142,86,145,47,142,15,10,41,144,100,162,51,158,24,19,45,88,148,47,145,24,20,33,100,37,99,23,19,33,57,161,24,20,48,59,22,17,38,24,19,50,19,17,12,0.0,1.0
153831,363,52,51,56,59,24,18,49,25,24,35,137,129,149,26,16,76,27,26,37,137,158,27,18,60,29,28,39,167,26,17,65,28,27,43,27,18,67,29,28,47,16,23,26,39,10,14,17,16,10,26,26,35,28,11,10,1.0,0.0
153835,385,68,89,75,74,32,84,49,19,52,10,70,53,49,19,58,33,13,26,3,83,87,38,90,54,23,60,12,81,38,87,57,18,60,6,38,86,50,23,61,11,36,30,22,38,12,58,22,64,12,12,46,5,18,11,12,1.0,1.0
153835,381,21,21,21,8,21,16,18,19,16,18,60,60,45,57,54,39,20,18,20,141,119,67,64,42,20,18,20,115,67,64,42,20,18,20,52,50,30,7,6,7,61,42,20,18,20,37,16,12,14,18,15,17,15,17,17,1.0,1.0
153834,361,42,82,131,84,126,112,117,116,98,15,37,49,37,47,44,48,46,28,11,95,56,91,90,84,87,67,16,111,165,144,148,144,117,17,107,98,98,91,77,16,139,143,139,113,15,122,118,96,16,123,96,16,103,15,9,2.0,1.0
153834,392,52,58,56,64,47,13,41,45,11,30,97,61,73,72,14,55,51,13,29,69,82,74,19,65,57,18,30,78,62,11,54,40,9,41,76,21,65,78,20,39,18,58,49,17,23,30,22,20,6,53,21,19,21,18,4,1.0,2.0
153836,367,55,22,14,35,12,20,21,1,15,23,48,15,74,10,19,22,3,16,22,39,46,11,20,21,5,15,23,15,5,13,15,1,14,15,12,21,22,5,16,24,11,10,1,6,12,19,1,14,21,1,16,22,1,1,16,5.0,2.0
153836,368,20,43,50,41,52,37,23,49,47,36,17,18,20,20,20,19,19,16,19,71,56,67,61,20,59,60,56,72,76,83,22,52,73,64,52,64,23,41,54,53,66,23,51,64,56,21,31,62,64,23,19,22,42,32,67,2.0,5.0
153837,379,23,71,70,104,133,25,25,59,10,27,24,24,21,19,19,22,20,8,22,78,68,67,25,26,66,11,28,68,66,25,26,66,11,28,112,23,24,56,8,25,22,22,54,8,24,22,20,8,23,21,8,24,11,24,10,0.0,0.0
153837,375,23,24,23,7,18,20,20,20,16,24,25,23,8,18,21,21,21,21,25,110,8,19,22,22,38,19,47,8,18,20,20,33,17,41,52,7,7,8,7,8,15,15,16,14,19,18,18,17,21,18,15,22,17,37,18,0.0,0.0
153838,389,32,22,25,20,13,19,23,25,25,36,107,112,22,18,44,40,27,60,85,86,25,11,40,33,21,56,72,9,15,41,44,18,56,79,6,15,16,19,23,25,16,15,20,13,20,46,20,37,50,26,40,54,25,37,71,0.0,0.0
153838,338,117,94,105,118,34,13,16,94,59,15,123,133,141,54,34,23,116,81,24,117,122,58,36,26,109,84,26,130,50,31,22,106,73,22,51,29,26,120,78,25,69,19,52,87,26,15,32,66,17,26,21,17,81,26,25,0.0,0.0
153839,373,62,5,27,63,57,60,61,65,65,66,5,22,66,60,65,60,68,68,67,5,5,5,5,5,5,5,5,27,26,24,26,24,25,27,86,93,85,104,81,73,110,96,106,80,68,103,114,88,74,103,79,71,90,77,79,0.0,2.0
153839,371,59,10,62,40,17,18,71,3,78,43,10,56,35,15,16,50,3,54,38,10,7,7,7,10,3,10,10,42,17,18,52,3,57,45,14,15,35,3,39,37,15,17,1,17,14,17,3,18,15,3,64,38,3,3,44,2.0,0.0
153840,357,38,12,1,13,13,13,11,11,13,10,19,1,21,16,21,18,19,16,13,68,28,24,28,25,26,20,13,1,1,1,1,1,1,1,25,30,51,28,39,35,25,23,23,17,11,27,28,21,15,25,28,17,19,14,18,0.0,2.0
153840,396,131,134,130,95,38,146,27,36,36,101,132,129,96,48,144,25,35,39,100,132,105,42,148,28,29,47,102,106,41,146,28,28,42,107,34,111,27,20,40,82,50,6,23,22,42,28,36,47,113,12,10,27,14,29,37,2.0,0.0
153842,394,4,5,5,3,5,5,5,5,5,5,131,122,55,7,119,22,60,87,41,139,66,8,131,25,67,98,47,64,8,124,28,65,95,48,4,53,18,41,48,33,7,8,8,8,7,23,62,89,39,28,26,22,64,40,43,3.0,2.0
153842,366,19,21,24,24,21,16,22,23,1,24,46,20,30,41,57,45,56,9,20,22,38,35,47,44,54,12,25,24,21,19,23,24,2,25,31,31,32,40,15,24,62,47,61,22,23,81,82,19,18,70,14,23,17,24,2,2.0,3.0
153843,334,28,18,28,28,27,22,17,25,12,3,48,104,102,58,71,107,82,52,4,38,47,25,45,23,41,32,4,85,32,59,72,68,39,4,34,66,66,71,50,4,27,42,31,17,4,36,57,43,4,51,29,4,46,4,4,0.0,0.0
153843,331,49,61,53,60,72,45,72,70,4,24,51,66,53,64,31,72,56,4,20,54,52,60,44,65,55,3,25,84,96,54,100,84,4,27,126,60,115,101,4,25,58,128,114,4,22,61,53,4,23,116,3,22,4,17,4,0.0,0.0
153841,393,2,3,3,3,3,3,2,3,3,3,77,34,82,98,2,53,29,85,59,23,49,47,3,30,21,52,32,16,18,3,25,31,23,31,53,3,24,14,45,33,3,37,15,63,44,2,3,3,3,22,30,44,22,32,37,1.0,0.0
153841,336,68,59,45,66,44,43,26,14,54,3,66,52,73,48,46,27,15,58,3,92,123,40,72,25,14,54,3,91,42,54,27,15,41,3,45,60,26,14,59,3,29,25,13,41,3,25,15,36,3,15,26,3,14,3,3,0.0,1.0
153844,402,37,98,102,74,65,98,22,14,7,11,64,65,42,25,65,39,15,6,10,142,103,90,143,44,19,7,11,102,83,140,43,17,7,11,58,100,36,8,6,8,86,16,18,6,10,42,17,7,10,8,6,8,7,11,7,1.0,2.0
153844,388,12,27,9,10,21,20,20,26,25,14,15,5,4,11,15,7,14,14,10,34,10,24,23,78,60,28,16,8,9,9,19,38,9,6,8,10,10,10,9,7,17,18,23,24,9,14,22,21,15,41,19,11,27,15,13,2.0,1.0
153845,398,139,59,37,5,4,21,29,26,15,44,55,32,5,4,17,23,21,11,39,36,5,4,19,27,24,13,27,5,4,18,25,22,41,24,4,5,5,5,5,5,4,4,4,4,4,21,18,15,20,84,15,28,13,25,14,0.0,2.0
153845,350,11,8,12,12,10,11,12,12,7,12,36,40,40,38,39,26,39,16,39,105,88,97,107,24,114,17,71,91,95,104,28,110,18,72,83,83,28,89,18,67,100,26,128,17,66,26,122,17,69,27,18,28,17,74,18,2.0,0.0
153846,395,34,44,49,11,14,44,3,3,13,34,98,59,22,33,78,3,3,24,76,77,20,23,83,3,3,22,87,20,22,68,3,3,23,62,21,24,3,3,21,18,26,3,3,23,20,3,3,26,67,3,3,3,3,3,20,1.0,0.0
153846,391,30,123,43,36,51,18,23,62,61,19,30,13,10,17,15,13,10,17,11,46,35,50,18,24,59,60,19,22,32,13,14,32,37,12,35,10,14,31,34,11,18,24,38,50,19,14,7,18,14,14,24,17,45,11,19,0.0,1.0
153847,380,110,126,120,98,63,132,130,64,37,19,88,88,69,46,97,97,44,29,12,106,90,54,110,112,52,31,17,76,40,105,107,59,35,17,55,88,95,22,19,17,55,61,25,17,16,126,56,34,18,55,32,17,32,18,19,1.0,1.0
153847,307,4,4,4,3,4,4,4,4,4,4,105,131,43,131,99,142,142,23,69,91,18,87,57,97,97,19,23,38,111,83,120,122,20,59,34,40,45,43,10,40,90,123,123,15,59,90,99,15,63,132,23,67,22,68,20,1.0,1.0
153848,397,20,23,22,23,15,40,38,21,30,15,23,49,23,16,15,20,23,19,14,26,26,17,17,23,25,22,14,26,17,17,23,25,22,14,18,17,24,25,22,14,25,17,16,13,10,24,16,17,13,22,24,14,21,14,12,0.0,0.0
