match_id,team_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,goals_scored,goals_allowed
189460,262,96,105,99,18,21,18,113,16,29,26,105,97,18,22,19,107,17,30,27,166,19,22,19,163,17,32,29,18,21,18,149,16,28,25,18,15,18,14,23,17,19,21,17,20,20,18,16,17,17,16,33,28,15,15,21,2.0,3.0
189460,256,156,173,182,134,157,24,80,24,20,42,153,161,124,135,24,72,24,20,36,181,130,152,21,78,21,17,39,136,158,24,81,24,20,42,120,22,47,22,19,24,18,63,18,14,29,21,24,20,24,21,18,38,20,24,20,3.0,2.0
185244,365,43,49,17,16,52,31,32,42,15,22,71,23,19,80,34,33,52,18,37,20,17,164,40,31,55,16,33,20,24,7,22,23,19,18,20,3,18,19,19,15,43,35,59,19,38,15,35,3,18,34,17,29,18,37,14,2.0,1.0
185244,385,83,20,35,31,18,9,27,54,14,19,19,44,53,17,7,38,83,12,17,19,16,20,9,5,20,14,20,78,72,6,27,40,11,17,94,6,25,50,8,14,8,5,18,12,18,5,9,9,9,33,2,5,14,18,14,1.0,2.0
185243,383,78,16,15,46,36,48,13,43,17,13,19,19,54,45,56,17,45,20,16,17,20,11,20,15,18,17,15,20,12,20,15,18,17,16,44,57,17,47,20,17,46,13,38,14,11,18,48,21,17,16,15,14,19,15,15,1.0,2.0
185243,362,14,11,14,9,11,10,45,14,10,14,18,24,10,20,15,19,23,20,24,68,57,15,13,13,39,63,37,102,20,15,19,59,150,54,7,6,10,37,93,38,14,53,19,16,26,13,14,11,15,18,15,19,52,52,47,2.0,1.0
185246,376,1,24,8,5,2,9,11,15,8,2,27,3,15,17,1,2,7,16,6,12,18,17,12,19,13,29,5,4,3,4,4,6,7,4,13,3,4,7,14,6,1,3,8,15,7,3,6,6,1,8,9,3,11,6,8,2.0,1.0
185246,331,106,102,26,21,26,18,59,68,24,1,150,22,9,14,10,43,55,17,1,18,12,11,7,43,53,11,2,5,7,7,10,14,7,1,21,13,20,14,16,1,18,25,16,21,1,17,12,13,1,38,23,1,14,1,1,1.0,2.0
185247,338,163,166,77,111,76,162,126,79,66,31,169,69,97,66,153,111,69,55,27,65,96,68,165,119,70,58,25,74,47,70,72,57,46,21,70,106,130,80,66,32,77,61,68,57,31,124,80,67,32,68,54,23,64,32,30,5.0,1.0
185247,347,86,29,24,26,67,29,29,53,51,89,28,23,25,121,28,28,60,57,166,27,25,25,28,28,27,24,29,21,20,23,24,24,19,24,24,39,25,24,21,26,30,25,45,44,161,28,27,27,29,28,24,29,49,61,58,1.0,5.0
